subentry,X4file,target,reaction,measure,description,ENmin,ENmax,rows,uncertainties,authors,year,reference
"33051002","33051.x4","Na-23","N,G","CS","Spectrum average Cross section for 23Na(n,gamma)24Na"," "," ","1"," ","M.S.Barough,B.J.Patil,V.N.Bhoraskar,S.D.Dhole","2013","Annals of Nuclear Energy 59,25 (2013)"
"33074002","33074.x4","Na-23","N,A","DA","Differential c/s with respect to angle for 23Na(n,alpha)20F","14.0","14.0","18"," ","O.N.Kaul","1962","Nuclear Physics 33,177 (1962)"
"33074003","33074.x4","Na-23","N,A","CS","Cross section for 23Na(n,alpha)20F","14.0","14.0","1"," ","O.N.Kaul","1962","Nuclear Physics 33,177 (1962)"
"40101005","40101.x4","Na-23","N,EL","DA","Differential c/s with respect to angle for 23Na(n,Elastic)23Na","4.37","4.37","5"," ","V.I.Popov,V.I.Trykova","1971","Neutron Physics Conf.,Kiev 1971 1,223 (1971)"
"40101011","40101.x4","Na-23","N,INL","DA","Partial differential cross section d/dA for 23Na(n,Inelastic)23Na","4.37","4.37","5"," ","V.I.Popov,V.I.Trykova","1971","Neutron Physics Conf.,Kiev 1971 1,223 (1971)"
"40101012","40101.x4","Na-23","N,INL","DA","Partial differential cross section d/dA for 23Na(n,Inelastic)23Na","4.37","4.37","5"," ","V.I.Popov,V.I.Trykova","1971","Neutron Physics Conf.,Kiev 1971 1,223 (1971)"
"40101013","40101.x4","Na-23","N,INL","DA","Partial differential cross section d/dA for 23Na(n,Inelastic)23Na","4.37","4.37","4"," ","V.I.Popov,V.I.Trykova","1971","Neutron Physics Conf.,Kiev 1971 1,223 (1971)"
"40131002","40131.x4","Na-23","N,INL","DA","times statistical weight factor Differential c/s with respect to angle for 23Na(n,Inelastic)23Na","1.0","1.0","2"," ","A.T.Bakov,V.G.Dvukhsherstnov,Yu.A.Kazanskii","1970","Soviet Atomic Energy 29,1080 (1970); Atomnaya Energiya 29,(5),338 (1970); Report other than progress report: YFI-12 14 (1971); Report other than progress report: INDC(CCP)-030 11 (1972)"
"40134003","40134.x4","Na-23","N,INL","DA/DE","Relative data Double diff.cross section d2/dA/dE for 23Na(n,Inelastic)23Na","14.1","14.1","55"," ","O.A.Sal Nikov,N.I.Fetisov,G.N.Lovchikova,G.V.Kotelnikova,V.B.Anufrienko,B.V.Devkin","1966","Yadernaya Fizika 4,(6),1154 (1966); Soviet Journal of Nuclear Physics 4,831 (1967); Report other than progress report: FEI-30  (1965); Report other than progress report: FEI-39  (1966); Report other than progress report: YFI-2 11 (1966); Report other than progress report: INDSWG-126E 10 (1966)"
"40136002","40136.x4","Na-23","N,2N","CS","Cross section for 23Na(n,2n)22Na","14.2","14.6","2"," ","G.N.Maslov,F.Nasyrov,N.F.Pashkin","1974","Report other than progress report: INDC(CCP)-42 10 (1974); Report other than progress report: YK-9 50 (1972)"
"40216005","40216.x4","Na-23","N,2N","CS","Fission spectrum average Cross section for 23Na(n,2n)22Na","1.42","1.42","1"," ","F.Nasyrov,B.D.Stsiborskii","1968","Atomnaya Energiya 25,(5),437 (1968); Soviet Atomic Energy 25,1251 (1968); Doklady Akademii Nauk 180,(4),836 (1968); Soviet Physics-Doklady 13,559 (1968)"
